167.0, 1208.0, 1706.0, 1723.0, 1785.0, 1982.0, 1987.0, 1997.0, 2457.0, 2502.0, 2718.0, 3729.0, 3928.0, 3931.0, 4455.0, 4522.0, 4550.0, 4593.0, 4646.0, 4766.0, 5013.0, 5098.0, 5141.0, 5312.0, 5442.0, 5801.0, 5809.0, 5968.0, 6391.0, 6420.0, 6823.0, 7662.0, 7747.0, 9031.0, 9126.0, 9428.0, 
0.0,0.11,0.17,0.17,0.17,0.2,0.2,0.2,0.25,0.25,0.28,0.38,0.41,0.41,0.46,0.47,0.47,0.48,0.48,0.5,0.52,0.53,0.54,0.56,0.57,0.61,0.61,0.63,0.67,0.68,0.72,0.81,0.82,0.96,0.97,1.0
0.25,0.42,1.0,0.17,0.41,0.21,0.76,0.27,0.02,0.36,0.62,0.57,0.31,0.44,0.01,0.9,0.36,0.25,0.66,0.52,0.65,0.01,0.15,0.05,0.29,0.49,0.5,0.26,0.34,0.15,0.1,0.0,0.08,0.26,0.37,0.17
0.0,0.0,0.54,0.15,0.0,0.0,0.69,0.31,0.0,0.15,0.38,0.69,0.0,0.62,0.0,0.77,0.54,0.23,0.0,0.77,1.0,0.0,0.0,0.0,0.31,0.0,0.62,0.31,0.23,0.0,0.0,0.0,0.0,0.23,0.38,0.0
0.31,0.51,0.96,0.22,0.65,0.24,0.73,0.39,0.06,0.57,0.69,0.53,0.45,0.51,0.06,1.0,0.45,0.27,0.86,0.55,0.69,0.04,0.22,0.14,0.29,0.57,0.65,0.27,0.47,0.43,0.16,0.0,0.08,0.37,0.43,0.2
0.27,0.69,0.96,0.35,0.53,0.27,0.96,0.37,0.03,0.52,0.59,0.61,0.55,0.55,0.02,1.0,0.53,0.4,0.64,0.57,0.82,0.01,0.27,0.08,0.48,0.48,0.8,0.26,0.37,0.22,0.1,0.0,0.16,0.22,0.62,0.31
0.42,0.83,0.96,0.46,0.71,0.46,0.92,0.67,0.12,0.67,0.67,0.67,0.71,0.58,0.12,1.0,0.71,0.42,0.83,0.71,0.79,0.08,0.42,0.25,0.54,0.54,0.92,0.29,0.54,0.29,0.33,0.0,0.17,0.33,0.67,0.42
0.23,0.16,1.0,0.0,0.29,0.14,0.55,0.17,0.0,0.18,0.64,0.51,0.08,0.32,0.0,0.78,0.18,0.1,0.66,0.45,0.46,0.0,0.03,0.03,0.11,0.48,0.2,0.26,0.29,0.08,0.09,0.0,0.0,0.29,0.12,0.03
0.5,0.17,1.0,0.0,0.5,0.17,0.67,0.17,0.0,0.5,0.67,0.67,0.17,0.5,0.0,0.83,0.17,0.17,0.83,0.57,0.5,0.0,0.17,0.17,0.17,0.5,0.33,0.33,0.33,0.5,0.17,0.0,0.0,0.33,0.17,0.17
0.33,0.33,1.0,0.0,0.33,0.33,0.67,0.33,0.0,0.33,0.67,0.67,0.0,0.33,0.0,1.0,0.33,0.0,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0
0.61,0.85,1.0,0.4,0.79,0.34,0.87,0.95,0.0,0.74,0.88,0.91,0.85,0.76,0.0,0.91,0.72,0.83,0.87,0.76,0.71,0.17,0.64,0.56,0.8,0.69,0.89,0.63,0.9,0.63,0.42,0.0,0.26,0.97,0.86,0.96
0.24,0.83,0.72,0.27,0.44,0.2,1.0,0.42,0.0,0.58,0.73,0.56,0.55,0.65,0.0,0.64,0.55,0.34,0.72,0.51,0.8,0.02,0.26,0.08,0.4,0.52,0.92,0.23,0.3,0.1,0.1,0.0,0.0,0.12,0.32,0.17
0.24,0.06,0.56,0.0,0.33,0.0,0.08,0.02,0.0,0.13,0.0,0.32,0.11,0.02,0.0,1.0,0.0,0.07,0.09,0.05,0.18,0.0,0.02,0.06,0.3,0.0,0.0,0.0,0.43,0.48,0.05,0.0,0.15,0.28,0.9,0.59
0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.97,0.93,0.53,0.8,0.93,0.13,0.24,0.12,0.0,0.44,0.48,0.13,0.15,0.67,0.61,0.74,0.24,1.0,0.8,0.0,0.36,0.0,0.48,0.44,0.4,0.53,0.0,0.0,0.15,0.0,0.85,0.24,0.67,0.0
0.5,0.17,1.0,0.0,0.5,0.17,0.67,0.17,0.0,0.5,0.67,0.67,0.17,0.5,0.0,0.83,0.17,0.17,0.83,0.5,0.5,0.0,0.17,0.17,0.17,0.5,0.33,0.33,0.33,0.5,0.17,0.0,0.0,0.33,0.17,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

0.45,0.91,1.0,0.36,0.64,0.36,1.0,0.73,0.0,0.55,0.73,0.73,0.73,0.64,0.0,0.55,0.64,0.45,0.91,0.64,0.73,0.09,0.36,0.27,0.45,0.45,1.0,0.27,0.55,0.27,0.27,0.0,0.0,0.36,0.36,0.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.5,0.83,0.0,0.67,0.0,0.67,0.17,0.0,0.67,0.0,0.67,0.5,0.17,0.0,1.0,0.0,0.5,0.33,0.33,0.67,0.0,0.17,0.33,0.83,0.0,0.0,0.0,0.83,0.83,0.33,0.0,0.5,1.0,0.83,0.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
